IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.DistanceUnit,AddressInfo.StateOrProvince,UsageCost,AddressInfo.RelatedURL,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.AccessComments,AddressInfo.ContactEmail,AddressInfo.AddressLine2,GeneralComments,ID,ConnectionTypeID,StatusTypeID,Quantity,Reference,LevelID,PowerKW,CurrentTypeID,Amps,Voltage
False,2022-12-15T15:45:00Z,210349,1BA14176-821A-4B5C-B22A-D4ECF02448DF,1,1,4.0,"[{'ID': 350318, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 17, 'CurrentTypeID': 20, 'Quantity': 2}, {'ID': 350319, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 13, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2022-12-15T15:45:00Z,1,2022-12-09T16:18:00Z,200,210729,Parkeerterrein Regius College,Julianalaan,Schagen,1741 CL,159,52.783795024517815,4.797450942261776,0,Noord-Holland,,,,,,,,,350318.0,25.0,50.0,2.0,,2.0,17.0,20.0,,
False,2024-01-26T11:05:00Z,209765,36CA222A-F89B-420D-B8F1-380D90701DCC,1,3504,1.0,"[{'ID': 349049, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 136, 'Voltage': 440, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 5}]",5,50,2024-01-26T11:05:00Z,1,2022-11-04T12:43:00Z,200,210145,Bavoort LEAP24 Semi-Fast charger,Treekerweg 28,Leusden,3832 GW,159,52.12276082899771,5.400444811984585,0,Utrecht,"0,59 €/kWh",http://leap24.eu,,,,,Leusden-Zuid,,349049.0,33.0,50.0,5.0,,3.0,30.0,30.0,136.0,440.0
False,2022-10-16T09:57:00Z,208214,8C1FD358-ED02-4E4F-BD09-41ABFFF96520,1,1,4.0,"[{'ID': 346514, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'Quantity': 1}]",4,50,2022-10-16T09:57:00Z,1,2022-10-15T09:32:00Z,200,208594,Avelingen-West,Avelingen-West,Gorinchem,4202MS,159,51.8360073270031,4.939790531752465,0,South Holland,,,,,,,,,346514.0,25.0,50.0,1.0,,2.0,11.0,,,
False,2023-02-13T21:02:00Z,208212,FB80590A-D651-4DAC-86B7-20FA97E75F1B,1,1,4.0,"[{'ID': 346511, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'Quantity': 1}]",4,50,2023-02-13T21:02:00Z,1,2022-10-15T09:26:00Z,200,208592,50 Van Heemstraweg,50 Van Heemstraweg,West Maas en Waal,6658KH,159,51.87832100591848,5.522909074397148,0,Gelderland,,,,,,,,CPID LIB_2912,346511.0,25.0,50.0,1.0,,2.0,11.0,,,
False,2022-10-10T19:59:00Z,207411,F8A12675-1011-453F-A988-6FFCD92E2089,1,63,4.0,"[{'ID': 345323, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-ENTLP007209-2', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 17, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345324, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-ENTLP007209-1', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 17, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-10-10T19:59:00Z,1,2022-10-10T18:40:00Z,200,207791,4 Einsteinstraat,4 Einsteinstraat,Haarlem,2014KS,159,52.36773974028,4.612164531240637,0,North Holland,,,+31 (0) 30 41 00 887,,,,,,345323.0,25.0,50.0,1.0,NL-GFX-ENTLP007209-2,2.0,17.0,20.0,,
False,2022-10-10T20:18:00Z,206938,4540E353-26BD-4D16-AE8E-C4A4FE87FC4E,1,103,1.0,"[{'ID': 344651, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043541', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345370, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043562', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345371, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043561', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345372, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043542', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345373, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043611', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345374, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043582', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345375, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043581', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345376, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043612', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345377, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043591', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345378, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043592', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345379, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043572', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345380, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043571', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}]",6,50,2022-10-10T20:18:00Z,1,2022-10-08T08:01:00Z,200,207318,Johanna's weg,Johanna's weg,,1901 NX,159,52.561055179424045,4.636920323230129,0,North Holland,,https://smoovapp.eu/,,,,,,,344651.0,25.0,50.0,1.0,NLALLEGO0043541,2.0,22.0,20.0,,
False,2022-10-25T17:29:00Z,204836,2768743F-6912-4980-9EE3-5AE14A5AAB82,1,3574,1.0,"[{'ID': 342075, 'ConnectionTypeID': 25, 'Reference': '00302', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 2}, {'ID': 342076, 'ConnectionTypeID': 25, 'Reference': '00146', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-10-25T17:29:00Z,1,2022-10-02T09:59:00Z,200,205203,Shakespeareplein,Shakespeareplein,Utrecht,3533 DA,159,52.088953646361034,5.0900749398151675,0,Utrecht,€ 0.52/kWh,https://www.wedrivesolar.nl,+31(071)-568 19 06,,,,,,342075.0,25.0,50.0,2.0,00302,2.0,22.0,20.0,,
False,2022-10-02T11:45:00Z,204328,24CDBFD8-17F5-47CC-BCD8-B9FA3B8834C3,1,108,6.0,"[{'ID': 341395, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 341396, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 342096, 'ConnectionTypeID': 1036, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 43, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-10-02T11:45:00Z,1,2022-09-27T10:27:00Z,200,204695,McDonald's Parallelweg,Parallelweg,,1948 NV,159,52.48018978217911,4.666021248274205,0,North Holland,€0.5014 / kWh,https://incharge.vattenfall.nl,+31 (0) 88 363 7991,,,,,In front of the McDonald's.,341395.0,2.0,50.0,1.0,,3.0,50.0,30.0,,
False,2022-09-12T09:24:00Z,202500,7D5C607E-3FC4-44C9-8045-01E21AFC6030,1,63,1.0,"[{'ID': 338641, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-EPP004022-1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 20, 'Voltage': 230, 'PowerKW': 6, 'CurrentTypeID': 10, 'Quantity': 1}, {'ID': 338732, 'ConnectionTypeID': 0, 'Reference': 'NL-GFX-EPP004022-2', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 20, 'Voltage': 230, 'PowerKW': 6, 'CurrentTypeID': 10, 'Quantity': 1}]",1,50,2022-09-12T09:24:00Z,1,2022-09-11T11:45:00Z,200,202867,Nieuwe Kerksplein 16,Nieuwe Kerksplein 16,Haarlem,2011 ZT,159,52.37749070088256,4.629442271028097,0,North Holland,,,,,,,,,338641.0,25.0,50.0,1.0,NL-GFX-EPP004022-1,2.0,6.0,10.0,20.0,230.0
False,2022-09-07T18:21:00Z,202121,203B4AFA-7BEC-4216-ADDF-D450D1FA32AD,1,63,1.0,"[{'ID': 337815, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP002195*1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 30, 'Voltage': 230, 'PowerKW': 6, 'CurrentTypeID': 10, 'Quantity': 1}, {'ID': 337816, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP002195*2', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 30, 'Voltage': 230, 'PowerKW': 6, 'CurrentTypeID': 10, 'Quantity': 1}]",1,50,2022-09-07T18:21:00Z,1,2022-09-07T10:21:00Z,200,202488,Stephensonstraat 39,Stephensonstraat 39,Haarlem,2014 KB,159,52.369181828691126,4.613651889691823,0,North Holland,,,,,,,,,337815.0,25.0,50.0,1.0,NL*GFX*EPP002195*1,2.0,6.0,10.0,30.0,230.0
False,2022-09-04T11:17:00Z,201483,ABEFE2A5-906F-4FD8-AB17-9DB38A65C6FA,1,103,4.0,"[{'ID': 336200, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO014481-1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 480, 'PowerKW': 26.6, 'CurrentTypeID': 20, 'Quantity': 2}]",1,50,2022-09-04T11:17:00Z,1,2022-09-01T20:25:00Z,200,201847,Robijnstraat,Robijnstraat,Leiden,2332JL,159,52.15618310880117,4.463912704653239,0,South Holland,,http://www.allego.eu,08003745337,,,,,,336200.0,25.0,50.0,2.0,NLALLEGO014481-1,2.0,26.6,20.0,32.0,480.0
False,2024-03-21T10:10:00Z,201482,A4C6D240-C23B-421C-824C-07FE370651B8,1,103,4.0,"[{'ID': 336199, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0059691', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 480, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2024-03-21T10:10:00Z,1,2022-09-01T20:18:00Z,200,201846,7 Carneoolstraat,7 Carneoolstraat,Leiden,2332KA,159,52.1546048796059,4.460548931738117,0,South Holland,.40,https://www.allego.eu,08003745337,,,,,,336199.0,25.0,50.0,2.0,NLALLEGO0059691,2.0,22.0,20.0,32.0,480.0
False,2022-09-08T15:21:00Z,201301,AF71D9AD-0018-4685-9188-0F44CB854CC4,1,1,0.0,"[{'ID': 335771, 'ConnectionTypeID': 25, 'Reference': '03008537', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 7.4, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-09-08T15:21:00Z,1,2022-08-26T12:12:00Z,200,201664,Stephensonstraat,Stephensonstraat,Haarlem,2014 KD,159,52.36994650289088,4.614159016727285,0,North Holland,,,,,"Not sure if it's actually public. Single parking spot next to a store, but there's no sign indicating private property.",,,,335771.0,25.0,50.0,1.0,03008537,2.0,7.4,20.0,,
False,2022-08-28T19:50:00Z,201300,AAA11413-C7AF-4C51-97EA-78522E7287E3,1,1,1.0,"[{'ID': 335770, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'CurrentTypeID': 20, 'Quantity': 2}]",1,50,2022-08-28T19:50:00Z,1,2022-08-26T12:09:00Z,200,201663,Rutherfordstraat,Rutherfordstraat,Haarlem,2014 KA,159,52.370876207248756,4.614198948038165,0,North Holland,,,,,,,,,335770.0,25.0,50.0,2.0,,,,20.0,,
False,2022-08-12T06:28:00Z,195040,7694A444-92E2-4AF8-8FEB-ED98004AA89D,1,3299,1.0,"[{'ID': 317842, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 350, 'CurrentTypeID': 30, 'Quantity': 3}]",3,50,2022-08-12T06:28:00Z,1,2022-08-11T23:09:00Z,200,195399,IONITY Mienscheer,"Rijksweg A2 7, Niebert",Niebert,9365 TK,159,53.161647,6.292686,0,Groningen,,,,,,,,,317842.0,33.0,50.0,3.0,,3.0,350.0,30.0,,
False,2022-08-08T09:47:00Z,194587,48967583-C8DC-4C72-9732-DC290E0356F2,1,63,1.0,"[{'ID': 317243, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-EPP004181-1', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 317244, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-EPP004181-2', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-08-08T09:47:00Z,1,2022-08-07T10:45:00Z,200,194946,Pijlslaan,Pijlslaan,Haarlem,2014 TL,159,52.372003720140015,4.611520743119058,0,North Holland,"€0.27 per session, €0.31 per kWh, free parking",,,,,,,,317243.0,25.0,50.0,1.0,NL-GFX-EPP004181-1,2.0,11.0,20.0,,
False,2022-10-10T11:20:00Z,194583,E68323DF-A400-48DA-8C8C-18CB43D7628D,1,74,,"[{'ID': 317231, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 125, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 317232, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}]",2,50,2022-10-10T11:20:00Z,1,2022-08-06T23:20:00Z,100,194942,Twaalfmat,Twaalfmat,Heemskerk,1967 PV,159,52.500278047265056,4.702634557778197,0,,https://fastnedcharging.com/nl/tarieven,http://fastned.nl,020-7055300,,,support@fastned.nl,,"2 stations have only CCS, 2 have CCS and CHAdeMO",317231.0,33.0,50.0,2.0,,3.0,125.0,30.0,,
False,2022-08-09T21:07:00Z,194582,BA03A42F-FDA0-4BD3-A9D3-518DBBBF3F2A,1,63,1.0,"[{'ID': 317230, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-08-09T21:07:00Z,1,2022-08-06T23:03:00Z,200,194941,Lorentzkade,Lorentzkade,Haarlem,2014 CE,159,52.373997763985926,4.611189696895622,0,North Holland,€0.31 per kWh,,,,,,,,317230.0,25.0,50.0,2.0,,2.0,11.0,20.0,,
False,2024-03-21T10:11:00Z,194570,FF2CFDAE-0FE3-4387-91E5-A6A1E1F41B5F,1,103,4.0,"[{'ID': 317171, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 317172, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 317173, 'ConnectionTypeID': 1036, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 63, 'Voltage': 400, 'PowerKW': 43, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2024-03-21T10:11:00Z,1,2022-08-05T21:57:00Z,200,194929,Botnische golf,Botnische golf,Woerden,3446XW,159,52.07745826113799,4.904246265408801,0,Utrecht,,,,,,,,,317171.0,2.0,50.0,1.0,,3.0,50.0,30.0,,
False,2022-07-29T15:55:00Z,194365,D24CBF8C-963D-4B29-9C6A-5ACAE96E61D8,1,3299,1.0,"[{'ID': 316697, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 350, 'CurrentTypeID': 30, 'Quantity': 4}]",4,50,2022-07-29T15:55:00Z,1,2022-07-28T22:20:00Z,200,194724,IONITY Sandelingen Oost,A16 highway2952 AD ,Hendrik-Ido-Ambacht,2952 AD,159,51.836003,4.620008,0,,,,,,,,,,316697.0,33.0,50.0,4.0,,3.0,350.0,30.0,,
False,2022-07-25T08:55:00Z,194305,CF5EB74E-1022-486F-997C-FC07F0AFA19E,1,3387,1.0,"[{'ID': 316548, 'ConnectionTypeID': 25, 'Reference': 'E44374', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 316553, 'ConnectionTypeID': 25, 'Reference': 'E44375', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2022-07-25T08:55:00Z,1,2022-07-24T18:20:00Z,200,194664,Boerderijcamping Zuiderhoeve,Dishoekseweg 28A,Koudekerke,4371 NH,159,51.47525081439318,3.541423812603057,0,Zeeland, € 0.36/kWh,,,,,,,,316548.0,25.0,50.0,1.0,E44374,2.0,22.0,20.0,32.0,400.0
False,2024-01-26T11:05:00Z,194248,846843E5-E307-4981-B778-2CE70709625B,1,3504,1.0,"[{'ID': 316427, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 120, 'CurrentTypeID': 30, 'Quantity': 6}]",6,50,2024-01-26T11:05:00Z,1,2022-07-21T13:16:00Z,200,194607,LEAP24 Fast Charge Station,1 Industrieweg,Sittard-Geleen,6163AH,159,50.981218592935164,5.826535347417348,0,Limburg,€0.59/kWh,,,,,,,,316427.0,33.0,50.0,6.0,,3.0,120.0,30.0,250.0,
